date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:57:51	46105/46105	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:52%20GMT	https://chatapp.online/whatsapp-business-api/	E:/ChatDoc/ChatDoc/chatapp.online/whatsapp-business-api/index.html	(from https://chatapp.online/)
18:57:51	45295/45295	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:53%20GMT	https://chatapp.online/telegram/	E:/ChatDoc/ChatDoc/chatapp.online/telegram/index.html	(from https://chatapp.online/)
18:57:52	42517/42517	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:53%20GMT	https://chatapp.online/blog/	E:/ChatDoc/ChatDoc/chatapp.online/blog/index.html	(from https://chatapp.online/)
18:57:52	29912/29912	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:54%20GMT	https://chatapp.online/partners/	E:/ChatDoc/ChatDoc/chatapp.online/partners/index.html	(from https://chatapp.online/)
18:57:52	71349/71349	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:54%20GMT	https://chatapp.online/partner-rates/	E:/ChatDoc/ChatDoc/chatapp.online/partner-rates/index.html	(from https://chatapp.online/)
18:57:53	363065/363065	---M--	200	added ('OK')	application/javascript	etag:%2262a34d2c-58a39%22	https://chatapp.online/js/home.js?id=0pm0MUBkraB69LUZ	E:/ChatDoc/ChatDoc/chatapp.online/js/home6298.js	(from https://chatapp.online/)
18:57:53	43420/43420	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:55%20GMT	https://chatapp.online/implementation-packages/	E:/ChatDoc/ChatDoc/chatapp.online/implementation-packages/index.html	(from https://chatapp.online/)
18:57:53	21365/21365	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:55%20GMT	https://chatapp.online/partners-cases/	E:/ChatDoc/ChatDoc/chatapp.online/partners-cases/index.html	(from https://chatapp.online/)
18:57:53	21173/21173	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:55%20GMT	https://chatapp.online/price/	E:/ChatDoc/ChatDoc/chatapp.online/price/index.html	(from https://chatapp.online/)
18:57:53	575/575	---M--	200	added ('OK')	application/javascript	etag:%221b5c038836bd1b15dd41f49145ffb11b%22	https://s3.wasabisys.com/cabinet.chatapp.online/widgetsFiles/304/2022/06/01/053ca54f-4c7b-48bd-a348-bb24f433b2c5.js	E:/ChatDoc/ChatDoc/s3.wasabisys.com/cabinet.chatapp.online/widgetsFiles/304/2022/06/01/053ca54f-4c7b-48bd-a348-bb24f433b2c5.js	(from https://chatapp.online/)
18:57:54	22853/22853	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:55%20GMT	https://chatapp.online/video/	E:/ChatDoc/ChatDoc/chatapp.online/video/index.html	(from https://chatapp.online/)
18:57:54	90433/90433	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:55%20GMT	https://chatapp.online/help/	E:/ChatDoc/ChatDoc/chatapp.online/help/index.html	(from https://chatapp.online/)
18:57:54	22787/22787	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:56%20GMT	https://chatapp.online/help/crm/	E:/ChatDoc/ChatDoc/chatapp.online/help/crm/index.html	(from https://chatapp.online/)
18:57:54	26252/26252	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2013:27:56%20GMT	https://chatapp.online/contacts/	E:/ChatDoc/ChatDoc/chatapp.online/contacts/index.html	(from https://chatapp.online/)
18:57:55	22992/22992	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Jun%202022%2013:27:57%20GMT	https://chatapp.online/c	E:/ChatDoc/ChatDoc/chatapp.online/c	(from https://connect.facebook.net/en_US/fbevents.js)
18:57:55	84392/84392	---M--	200	added ('OK')	text/javascript	etag:%22395ea8289a04288f2f0b70fe3438a7f6%22	https://s3.wasabisys.com/cabinet.chatapp.online/external/widget/v1/widget.js	E:/ChatDoc/ChatDoc/s3.wasabisys.com/cabinet.chatapp.online/external/widget/v1/widget.js	(from https://chatapp.online/)
18:57:55	22992/22992	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Jun%202022%2013:27:57%20GMT	https://chatapp.online/b	E:/ChatDoc/ChatDoc/chatapp.online/b	(from https://connect.facebook.net/en_US/fbevents.js)
18:57:55	22992/22992	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Jun%202022%2013:27:57%20GMT	https://chatapp.online/POST	E:/ChatDoc/ChatDoc/chatapp.online/POST	(from https://connect.facebook.net/en_US/fbevents.js)
18:57:56	321492/321492	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4e7d4%22	https://chatapp.online/fonts/Montserrat-BlackItalic.eot?9c020c4fa4f72cdcd8a6e831e64f2e39	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-BlackItalic8897.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:57	321492/321492	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4e7d4%22	https://chatapp.online/fonts/Montserrat-BlackItalic.eot?9c020c4fa4f72cdcd8a6e831e64f2e39?	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-BlackItalic07d0.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:57	91112/91112	---M--	200	added ('OK')	font/woff2	etag:%2262a34d2c-163e8%22	https://chatapp.online/fonts/Montserrat-BlackItalic.woff2?1b46ef391bfc4c1cd3c93c6c97034699	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-BlackItalic903f.woff2	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:57	138192/138192	---M--	200	added ('OK')	font/woff	etag:%2262a34d2c-21bd0%22	https://chatapp.online/fonts/Montserrat-BlackItalic.woff?11a8f9ccb449b7e2d396fdd6a03ff568	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-BlackItalic246b.woff	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:57	321276/321276	---M--	200	added ('OK')	application/octet-stream	etag:%2262a34d2c-4e6fc%22	https://chatapp.online/fonts/Montserrat-BlackItalic.ttf?fa1a72144ac2d38acadc033983ed7310	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-BlackItalic67d2.ttf	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:57	316124/316124	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4d2dc%22	https://chatapp.online/fonts/Montserrat-Black.eot?ca2c299f98c5cd96e7b7649771be281b	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Blacka1e5.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:58	316124/316124	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4d2dc%22	https://chatapp.online/fonts/Montserrat-Black.eot?ca2c299f98c5cd96e7b7649771be281b?	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Blackc206.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:58	87388/87388	---M--	200	added ('OK')	font/woff2	etag:%2262a34d2c-1555c%22	https://chatapp.online/fonts/Montserrat-Black.woff2?518c6d83e38cb791a766fefec95eb47d	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Black87f7.woff2	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:58	133020/133020	---M--	200	added ('OK')	font/woff	etag:%2262a34d2c-2079c%22	https://chatapp.online/fonts/Montserrat-Black.woff?b45e582577e958783349a6f29a184c10	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Black905d.woff	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:58	315920/315920	---M--	200	added ('OK')	application/octet-stream	etag:%2262a34d2c-4d210%22	https://chatapp.online/fonts/Montserrat-Black.ttf?41a74f586886634bd7b2bc5b9a571a06	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Black003a.ttf	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:58	302648/302648	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-49e38%22	https://chatapp.online/fonts/Montserrat-Bold.eot?78999d9664616ebc48886141b9e5cf9d	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Bold2cfa.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:58	302648/302648	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-49e38%22	https://chatapp.online/fonts/Montserrat-Bold.eot?78999d9664616ebc48886141b9e5cf9d?	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Bolded27.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:59	88708/88708	---M--	200	added ('OK')	font/woff2	etag:%2262a34d2c-15a84%22	https://chatapp.online/fonts/Montserrat-Bold.woff2?dbf9cc3b5d0be686036798f4c2ed9c04	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Bold6bdf.woff2	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:59	132532/132532	---M--	200	added ('OK')	font/woff	etag:%2262a34d2c-205b4%22	https://chatapp.online/fonts/Montserrat-Bold.woff?0329bf8fcbfdd06caa2491b2d6a094fd	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Bold20bf.woff	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:59	302464/302464	---M--	200	added ('OK')	application/octet-stream	etag:%2262a34d2c-49d80%22	https://chatapp.online/fonts/Montserrat-Bold.ttf?cfaa6b8889aa2a3864bdf1bcc494f41c	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Bold3f4a.ttf	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:57:59	305852/305852	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4aabc%22	https://chatapp.online/fonts/Montserrat-ExtraLightItalic.eot?fca9eda6a3e13e1f92f1f6410fff0aac	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ExtraLightItalic72f7.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:00	305852/305852	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4aabc%22	https://chatapp.online/fonts/Montserrat-ExtraLightItalic.eot?fca9eda6a3e13e1f92f1f6410fff0aac?	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ExtraLightItalic9647.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:00	90440/90440	---M--	200	added ('OK')	font/woff2	etag:%2262a34d2c-16148%22	https://chatapp.online/fonts/Montserrat-ExtraLightItalic.woff2?4a76cf9019fc26459d553be76a7527a8	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ExtraLightItalic7819.woff2	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:00	136236/136236	---M--	200	added ('OK')	font/woff	etag:%2262a34d2c-2142c%22	https://chatapp.online/fonts/Montserrat-ExtraLightItalic.woff?5b0c541e1805de38312388b9542371b0	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ExtraLightItalicfb4f.woff	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:00	305616/305616	---M--	200	added ('OK')	application/octet-stream	etag:%2262a34d2c-4a9d0%22	https://chatapp.online/fonts/Montserrat-ExtraLightItalic.ttf?556b7c7932d5ceb9ad767ab2d13cc6a2	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ExtraLightItalic46cf.ttf	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:00	304296/304296	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4a4a8%22	https://chatapp.online/fonts/Montserrat-Regular.eot?36b1f4d4c2df440f7ae7df26a385f193	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Regular88b5.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:01	304296/304296	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4a4a8%22	https://chatapp.online/fonts/Montserrat-Regular.eot?36b1f4d4c2df440f7ae7df26a385f193?	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Regularecf2.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:01	88804/88804	---M--	200	added ('OK')	font/woff2	etag:%2262a34d2c-15ae4%22	https://chatapp.online/fonts/Montserrat-Regular.woff2?518803d3e08549d2d704d9a6643a3887	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Regular16b4.woff2	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:01	132276/132276	---M--	200	added ('OK')	font/woff	etag:%2262a34d2c-204b4%22	https://chatapp.online/fonts/Montserrat-Regular.woff?498c8cdbbcd5264ad13c3d49457a0e11	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Regularba5f.woff	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:01	304100/304100	---M--	200	added ('OK')	application/octet-stream	etag:%2262a34d2c-4a3e4%22	https://chatapp.online/fonts/Montserrat-Regular.ttf?d4f770a49dfa69890fd4b7a3ffff3644	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-Regular0745.ttf	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:02	309388/309388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4b88c%22	https://chatapp.online/fonts/Montserrat-ExtraBoldItalic.eot?78a2bd993261bdb1ae03dd99bb2b3c12	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ExtraBoldItalic94a9.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:02	92372/92372	---M--	200	added ('OK')	font/woff2	etag:%2262a34d2c-168d4%22	https://chatapp.online/fonts/Montserrat-ExtraBoldItalic.woff2?58a12e29f98cf74223af1907fa3c1492	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ExtraBoldItalic6e5a.woff2	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:02	138488/138488	---M--	200	added ('OK')	font/woff	etag:%2262a34d2c-21cf8%22	https://chatapp.online/fonts/Montserrat-ExtraBoldItalic.woff?506bc4a1b94871060f2735fc4ca9f65d	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ExtraBoldItalicd6ba.woff	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:02	309388/309388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4b88c%22	https://chatapp.online/fonts/Montserrat-ExtraBoldItalic.eot?78a2bd993261bdb1ae03dd99bb2b3c12?	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ExtraBoldItalic8a26.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:03	309156/309156	---M--	200	added ('OK')	application/octet-stream	etag:%2262a34d2c-4b7a4%22	https://chatapp.online/fonts/Montserrat-ExtraBoldItalic.ttf?c6c20dcae6fec7f7d8d85897708ff0dd	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ExtraBoldItalica561.ttf	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:03	305516/305516	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4a96c%22	https://chatapp.online/fonts/Montserrat-ThinItalic.eot?d2d5b39b73c1a804c0fec413162576b8	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ThinItalicaf4f.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:03	305516/305516	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4a96c%22	https://chatapp.online/fonts/Montserrat-ThinItalic.eot?d2d5b39b73c1a804c0fec413162576b8?	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ThinItalic2228.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:03	87048/87048	---M--	200	added ('OK')	font/woff2	etag:%2262a34d2c-15408%22	https://chatapp.online/fonts/Montserrat-ThinItalic.woff2?dc92a23654e3c4a3f287854c9a8442e7	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ThinItalic781b.woff2	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:03	132304/132304	---M--	200	added ('OK')	font/woff	etag:%2262a34d2c-204d0%22	https://chatapp.online/fonts/Montserrat-ThinItalic.woff?b9dbff6a0e2fe30c7c1fccd0125f54d5	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ThinItalicdb74.woff	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:04	305304/305304	---M--	200	added ('OK')	application/octet-stream	etag:%2262a34d2c-4a898%22	https://chatapp.online/fonts/Montserrat-ThinItalic.ttf?ef61e93fd5ee2045d2e1287768208a43	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-ThinItalic8d8d.ttf	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:04	308620/308620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4b58c%22	https://chatapp.online/fonts/Montserrat-SemiBoldItalic.eot?f21bfd27f0c99f631c7620491253c116?	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-SemiBoldItalic55ad.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:04	308620/308620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4b58c%22	https://chatapp.online/fonts/Montserrat-SemiBoldItalic.eot?f21bfd27f0c99f631c7620491253c116	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-SemiBoldItalicfa9d.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:04	92360/92360	---M--	200	added ('OK')	font/woff2	etag:%2262a34d2c-168c8%22	https://chatapp.online/fonts/Montserrat-SemiBoldItalic.woff2?d64004d0d7925e305504b2e4dd06f373	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-SemiBoldItalicc64f.woff2	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:04	138148/138148	---M--	200	added ('OK')	font/woff	etag:%2262a34d2c-21ba4%22	https://chatapp.online/fonts/Montserrat-SemiBoldItalic.woff?4c64e61a9bcaa39dd44b765bdc14f86d	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-SemiBoldItalice5fe.woff	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:05	308392/308392	---M--	200	added ('OK')	application/octet-stream	etag:%2262a34d2c-4b4a8%22	https://chatapp.online/fonts/Montserrat-SemiBoldItalic.ttf?4f81479dd27d841df169800f4c0d333a	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-SemiBoldItalicbefa.ttf	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:05	308876/308876	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4b68c%22	https://chatapp.online/fonts/Montserrat-BoldItalic.eot?c93e73df4057736cb40a0cfe3392973b	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-BoldItalic4aae.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:05	308876/308876	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4b68c%22	https://chatapp.online/fonts/Montserrat-BoldItalic.eot?c93e73df4057736cb40a0cfe3392973b?	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-BoldItalic7393.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:05	92436/92436	---M--	200	added ('OK')	font/woff2	etag:%2262a34d2c-16914%22	https://chatapp.online/fonts/Montserrat-BoldItalic.woff2?ac729c1b019a2870493de8780ac56cc5	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-BoldItalicfbb5.woff2	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:05	138772/138772	---M--	200	added ('OK')	font/woff	etag:%2262a34d2c-21e14%22	https://chatapp.online/fonts/Montserrat-BoldItalic.woff?b547006cbe2561bcfd08ce02c5e90714	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-BoldItalic3d58.woff	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:06	308664/308664	---M--	200	added ('OK')	application/octet-stream	etag:%2262a34d2c-4b5b8%22	https://chatapp.online/fonts/Montserrat-BoldItalic.ttf?6b4e920f77190de84640e8ca1cef8835	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-BoldItalic632b.ttf	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:06	302184/302184	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-49c68%22	https://chatapp.online/fonts/Montserrat-SemiBold.eot?417641b3c8bfcd6813f8d00868433a03	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-SemiBold4760.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:06	302184/302184	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-49c68%22	https://chatapp.online/fonts/Montserrat-SemiBold.eot?417641b3c8bfcd6813f8d00868433a03?	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-SemiBold8f11.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:06	88512/88512	---M--	200	added ('OK')	font/woff2	etag:%2262a34d2c-159c0%22	https://chatapp.online/fonts/Montserrat-SemiBold.woff2?53b31a44d4132debc087cf7d43aeb531	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-SemiBold995b.woff2	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:07	131884/131884	---M--	200	added ('OK')	font/woff	etag:%2262a34d2c-2032c%22	https://chatapp.online/fonts/Montserrat-SemiBold.woff?fa5f925d970d6332a140c71977bfe890	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-SemiBoldf7a0.woff	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:07	301968/301968	---M--	200	added ('OK')	application/octet-stream	etag:%2262a34d2c-49b90%22	https://chatapp.online/fonts/Montserrat-SemiBold.ttf?feb9a9ab44bccb4cc66e230d013303b2	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-SemiBolda779.ttf	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:07	305720/305720	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4aa38%22	https://chatapp.online/fonts/Montserrat-LightItalic.eot?381bc0d3b73b2c12f5fc094171ed1af9	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-LightItalic21b5.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
18:58:07	305720/305720	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2262a34d2c-4aa38%22	https://chatapp.online/fonts/Montserrat-LightItalic.eot?381bc0d3b73b2c12f5fc094171ed1af9?	E:/ChatDoc/ChatDoc/chatapp.online/fonts/Montserrat-LightItalic7780.eot	(from https://chatapp.online/css/home.css?id=WUm3qIovHpYfVQsR)
